latitude,longitude
27.57919,80.10494
25.53418,85.26668
25.70023,85.24504
25.52938,85.27628
27.73189,80.86695
27.90696,77.69838
27.68685,80.88158999999999
26.296460000000003,87.50883999999999
28.41713,79.35795
24.859070000000003,84.06627
25.53706,85.28637
27.90456,77.68638
23.21612,87.77879
27.75106,80.84522
23.18671,87.82748000000001
27.22419,80.54411999999999
26.49974,86.28551
27.61919,80.66638
26.19385,82.12933
25.69634,85.23925
27.22985,80.54506
28.11182,80.14444
25.67033,85.30655
27.75237,80.84656
24.90212,85.39331999999999
23.23057,87.77784
26.41928,79.55672
27.69841,80.38586
24.92372,85.39572
25.67402,85.29262
26.8573,81.42159
27.892560000000003,77.68158
23.22,87.79682
25.668750000000003,85.30989000000001
27.76803,80.23464999999999
25.68674,85.26084999999999
25.00042,88.10631000000001
28.10956,80.14198000000002
23.21612,87.80039
27.73669,80.85015
27.71027,80.86288
27.47568,80.51229000000001
25.23797,86.87239
25.54071,85.26906
27.81423,78.23872
27.52642,80.02001
27.89496,77.68397999999999
25.67916,85.28458
23.23052,87.79799
26.16923,84.04999000000001
28.06636,80.11318
25.69674,85.25514
27.59746,80.66434
27.73426,80.85482
28.37603,79.36534
26.184,82.13418
25.68745,85.28130999999999
25.26043,85.21894
23.2008,87.80642
27.71087,80.86373999999999
27.89976,77.69597999999999
27.90099,77.67523
27.04467,82.22503999999999
24.923720000000003,85.39811999999999
26.17378,84.04573
27.75407,80.22318999999999
26.17752,79.77291
25.27157,86.88678999999999
25.67884,85.28356000000001
25.25351,81.93160999999999
27.89736,77.69838
24.70156,84.82305
27.76083,80.23945
27.70204,80.88732
27.58078,80.71808
25.68714,85.25754
27.87816,77.66238
28.11249,80.14367000000001
27.73084,80.86572
23.217540000000003,87.79607
25.248710000000003,81.97241
27.728890000000003,80.86728
27.70864,80.87120999999999
23.23532,87.78599
25.67162,85.30942
23.21753,87.82052
27.63073,80.58682
26.19244,82.14934
25.67115,85.30989000000001
25.25111,81.93160999999999
23.23057,87.77304
28.10529,80.14847
25.27003,85.21654000000001
27.73317,80.86096
27.68822,80.88075
26.02928,85.08917
27.75327,80.84333
26.16887,79.78152000000001
28.06689,80.11007000000001
25.67196,85.31098
27.61992,80.66635
26.15832,79.79211
23.70992,87.05481
25.25782,81.94274
26.11423,85.97917000000001
26.13192,79.76091
27.72762,80.8574
27.686470000000003,80.88101999999999
27.62183,80.66114
23.234340000000003,87.78647000000001
25.22422,81.95954
27.73324,80.85612
23.23119,87.77265
25.68265,85.25971
25.67358,84.1687
24.86337,84.08447
25.24151,81.94360999999999
23.21829,87.80103
27.91299,77.71843
26.36596,84.61876000000001
27.70444,80.88492000000001
26.41294,79.57029
25.25237,86.88199
26.19033,82.12943
25.68859,85.26124
23.22309,87.81303
23.21261,87.81645999999999
27.75195,80.86677
27.58993,80.63002
27.89859,77.69923
25.68659,84.17181
25.66638,84.17830000000001
24.90716,85.38886
27.73189,80.87174999999999
25.68557,85.25829
25.697,85.24186
23.22097,87.81624
25.23911,81.96761
28.10462,80.14444
23.22298,87.81216
27.76426,80.24399000000001
27.61512,80.65675
23.2104,87.81602000000001
25.96334,86.56779
28.10476,80.14384
23.21033,87.81572
25.6922,85.24426
26.15832,79.78250999999999
27.59354,80.67746000000001
27.61199,80.65917999999999
24.87297,84.08927
27.73067,80.86232
27.73242,80.8622
27.74266,80.24159
27.87336,77.66717999999999
27.897360000000003,77.68878
25.22662,81.95714
26.39476,84.59716
28.402430000000003,79.36294
23.18911,87.82988
27.75946,80.23919000000001
27.72597,80.87056000000001
23.22954,87.77207
26.2008,82.14858000000001
23.20172,87.80519
23.20831,87.81548000000001
23.22332,87.79799
27.88899,77.67282999999999
27.678700000000003,80.88139
25.28798,85.21149
23.73152,87.05001
28.10942,80.14684000000001
27.73369,80.86247999999999
27.61272,80.66154999999999
24.92132,85.39331999999999
28.41203,79.33413999999999
28.39793,79.34115
23.216120000000004,87.77638999999999
24.91676,85.41046
27.729270000000003,80.87213
25.24151,81.97241
23.21311,87.81788
25.25782,81.92833999999999
26.17752,79.77530999999999
26.18665,82.11292
27.57358,80.73248000000001
27.68685,80.88638999999999
26.8573,81.41439
25.67487,85.292
25.23797,86.90119
27.6852,80.87812000000001
27.90819,77.69203
27.72687,80.86973
27.73247,80.85893999999999
24.92132,85.39572
27.73247,80.85414
27.54537,80.52047999999999
27.72946,80.86922
25.67459,84.16701
27.61071,80.66174000000001
26.29622,82.80274
23.21071,87.81548000000001
27.55678,80.72048000000001
23.51082,88.27400999999999
26.14585,82.18454999999999
25.24631,81.96521
25.67117,85.29189000000001
27.734070000000003,80.86013
23.21348,87.90015
25.25591,81.93401
24.89756,85.40566
27.67862,80.88555000000001
27.75342,80.23576
28.41203,79.36534
25.24631,81.92921
25.69357,85.25671
27.90456,77.68158
27.73647,80.85052999999999
23.22701,87.80686
27.89379,77.69683
26.17285,82.17758
27.6907,80.87419
25.702630000000003,85.24264000000001
27.75363,80.23464999999999
27.67744,80.88081
25.28558,85.22109
25.69278,84.1543
27.725870000000004,80.86952000000001
23.227780000000003,87.81696000000001
26.11183,85.97437000000001
25.69296,85.25661
27.6859,80.88139
23.23193,87.80611999999999
23.22069,87.81542999999999
23.23057,87.79943999999999
27.61551,80.65454
27.67382,80.86155000000001
27.73253,80.86826
26.36356,84.63076000000001
27.73275,80.86677
25.686,85.25911
27.60082,80.59317
27.74569,80.89608
25.24517,86.89878999999999
23.21348,87.87375
25.69056,85.26380999999999
27.61906,80.66674
27.60082,80.60997
25.26878,85.21149
25.6908,85.25191000000001
27.89139,77.69443
26.77731,85.11068999999999
24.906920000000003,85.38852
25.70339,85.24021
27.48562,80.01041000000001
27.72795,80.86677
25.68107,82.92121
27.61514,80.65586
25.68797,85.25829
27.59303,80.67554
25.69428,85.24458
27.90579,77.68723
25.98902,86.77378
27.83583,78.25792
23.20313,87.83492
27.83583,78.25552
28.11196,80.14438000000001
23.22058,87.81216
28.06382,80.12044
25.25831,81.93641
25.67358,84.1663
27.84543,78.24112
23.20073,87.80612
26.8453,81.44799
25.68318,84.15190000000001
27.897360000000003,77.68638
23.21828,87.89054999999999
27.73253,80.85625999999999
27.73666,80.85002
25.23557,86.88199
27.89976,77.68397999999999
27.90456,77.70558
27.76062,80.23816000000001
25.68419,84.15261
28.10049,80.14127
27.23345,80.54466
25.53111,85.26906
27.83823,78.27472
25.27723,85.22134000000001
25.66398,84.17830000000001
27.91059,77.68963
25.53351,85.26906
27.68387,80.87728
25.68985,85.25971
27.88776,77.66958
26.1984,82.11978
27.81423,78.24592
25.22471,81.94121
27.72409,80.89128
25.66739,84.18141
27.85023,78.25792
27.68464,80.88081
27.68685,80.87919
25.23317,86.88199
27.84783,78.25551999999999
27.70767,80.86972999999999
27.22179,80.54411999999999
25.01242,88.11591000000001
27.73324,80.86092
27.91299,77.69443
27.75887,80.83254
26.19859,82.11989999999999
27.61919,80.66398
28.07102,80.11084
27.74089,80.85528
27.73307,80.85512
27.63839,80.66158
25.70496,85.24221
27.43968,80.55069
25.22422,81.96433999999999
25.68434,85.25365
27.68627,80.88448
27.74955,80.84517
25.686,85.25671000000001
27.882960000000004,77.69118
25.25563,85.20454000000001
25.6922,85.25626
27.72117,80.84896
26.20579,82.13189999999999
28.09167,80.13179
27.89256,77.66718
26.19171,82.12787
25.26158,85.22349
27.68875,80.88686
25.239110000000004,81.95561
27.75346,80.84282
23.21981,87.79726
27.49245,80.56198
24.93092,85.41252
27.59266,80.67874
27.77327,80.24718999999999
27.70742,80.87115
27.58745,80.60263
25.00762,88.10631000000001
27.89736,77.69358
27.68627,80.87968000000001
27.42816,80.31846
28.09276,80.13238000000001
27.72946,80.86442000000001
24.911720000000003,85.39331999999999
25.67436,85.31338000000001
24.88052,85.00677
28.40273,79.36035
27.77523,80.24905
27.75582,80.23576
27.74163,80.24185
25.28078,85.19949
27.63915,80.57994000000001
27.6972,80.89732000000001
27.22265,80.53546
27.61992,80.65675
25.25831,81.92921
26.26402,85.37652
26.25442,85.39331999999999
25.66979,84.17661
27.71093,80.86346
25.67939,85.26661000000001
25.53658,85.28588
25.7405,85.59542
28.07727,80.11739
25.53418,85.28828
27.71104,80.86401
27.90099,77.69443
25.685,85.25866
27.56993,80.55797
28.10049,80.14367
26.8693,81.42878999999999
28.09742,80.14204000000001
25.25831,81.96281
27.52365,80.56197999999999
25.69619,85.24261
27.73733,80.85386
27.70853,80.87066
25.66979,84.17421
27.89379,77.69923
27.68627,80.88208
27.6883,80.88619
27.75466,80.23199000000001
25.67676,85.28458
27.74524,80.89452
27.76782,80.23336
27.67955,80.42977
27.43968,80.52909000000001
27.76906,80.23439
25.65625,85.26450999999999
27.69601,80.38586
27.61379,80.65591
23.21981,87.77806
27.63675,80.54154000000001
25.25803,85.21654000000001
27.55737,80.51808
24.87812,85.03557
27.59391,80.67854000000001
25.69188,85.24698000000001
27.68535,80.88109999999999
26.1912,82.12938000000001
23.22298,87.79776000000001
25.25591,81.95561
25.70099,85.24021
27.73564,80.85372
27.75289,80.86247999999999
27.68635,80.88446
25.24151,81.94601
28.088490000000004,80.11967
24.884220000000003,85.00404
24.91676,85.39366
25.23557,86.89639
27.61859,80.66551000000001
25.23797,86.90359
26.396140000000003,79.58709
27.22385,80.54466
27.73253,80.85866
27.75632,80.22283
27.52642,80.02241000000001
25.7004,85.24471
25.69059,85.24571
24.86817,84.08687
26.79171,85.07948999999999
25.68336,85.25900999999999
26.41054,79.57989
24.94292,85.40532
27.61752,80.65435
25.25717,86.90119
27.53085,80.55958
27.73077,80.87056
27.734070000000003,80.88413
24.93116,85.40326
23.21109,87.81543
27.73247,80.86373999999999
26.8429,81.44559
23.21108,87.90255
28.40273,79.36275
27.707500000000003,80.86939
27.65194,78.65614000000001
27.86739,77.70163
25.52784,85.27763999999999
24.90932,85.40292
27.75872,80.24443
25.67017,85.31036
26.16476,82.17971
27.61834,78.65614000000001
27.6876,80.88292
26.755070000000003,83.01764
25.28203,85.19974
26.19385,82.12972
27.59465,80.61703
23.20351,87.83468
26.02742,86.75458
25.97534,86.59419
26.30846,87.52083999999999
23.21753,87.79652
27.502420000000004,80.01041000000001
27.720530000000004,80.84906
26.27006,87.52083999999999
26.19139,82.1295
23.21857,87.78023999999999
27.61311,80.65694
25.25591,81.93160999999999
27.73482,80.8838
26.39625,86.30645
25.67676,85.29178
27.711640000000003,80.86332
27.61906,80.65714
26.40334,79.55589
23.50842,88.27160999999998
25.68687,85.2824
25.69296,85.25900999999999
27.73084,80.86332
27.732470000000003,80.86134
25.66924,85.30996
26.20339,82.1151
25.53999,85.26813
25.52986,85.28397000000001
24.93092,85.41492
26.1576,82.14618
27.59279,80.67598000000001
25.69543,85.25464000000001
23.22817,87.78264
25.68107,82.89480999999999
25.69617,85.24313
25.66529,85.23862
27.73487,80.86373999999999
25.70077,85.24471
23.21679,87.73904999999999
27.708070000000003,80.87142
25.25083,85.21654000000001
27.89619,77.70163
24.92852,85.40772
25.25957,86.87478999999999
23.22817,87.80904
23.24381,87.82606
25.67835,85.28349
27.22263,80.54485000000001
26.17705,82.13172999999999
27.70307,80.87728
25.67753,85.29215
24.90212,85.39811999999999
26.14967,79.78872000000001
28.39523,79.35334
26.21065,82.12492
26.20099,82.14869999999999
27.5137,80.02275
25.68823,85.26184
26.14978,84.05293
26.21673,82.10782999999999
27.73129,80.86488
27.52125,80.56198
27.882960000000004,77.66718
27.75087,80.84572999999999
25.53024,85.28963999999999
24.92156,85.39606
24.87489,85.00545000000001
27.59266,80.67634
25.24277,86.90599
24.94316,85.40566000000001
25.28923,85.21174
24.85857,84.07487
25.54239,85.28253000000001
25.22902,81.96433999999999
27.68401,80.41225999999999
27.73275,80.85477
25.65947,82.90441
25.29038,85.21389
25.248710000000003,81.94121
27.64395,80.57994000000001
25.67293,85.30877
23.71952,87.03321
27.89016,77.67197999999999
25.248710000000003,81.96761
25.69117,85.24471
25.53519,85.28733
27.74044,80.89212
26.31782,82.78353999999999
26.19083,84.04999000000001
25.70299,85.24204
27.70729,80.86968
23.219880000000003,87.79704
25.25803,85.21894
25.68733,85.26077
27.61139,80.66311
27.68974,80.50573
23.21348,87.89535
25.23911,81.94841
28.08796,80.12704
25.00522,88.09911000000001
25.53264,85.26804
26.19625,82.15333
27.73253,80.86346
25.70339,85.24261
25.26311,81.95080999999999
27.72889,80.86488
27.7044,80.88532000000001
26.16407,79.77912
25.99382,86.77618
26.218110000000003,82.10147
27.59834,80.66306
25.67459,84.16941
24.90932,85.41252
25.67358,84.17110000000001
27.22179,80.53692
25.67164,85.30996
25.68576,85.25901
25.67882,85.28542
27.91299,77.69203
26.14872,79.76811
24.84947,84.05427
26.408140000000003,79.56309
27.67815,80.88109999999999
26.8429,81.44319
25.54224,85.28244
26.20345,82.11532
24.93092,85.40292
26.20713,82.13183
26.17436,82.21091
23.215200000000003,87.82082
25.53591,85.26906
27.73002,80.8694
23.22701,87.78286
26.18044,82.16374
25.54311,85.28106
27.90696,77.68158
27.5041,80.01075
25.24822,81.93794
27.70067,80.89168
23.19858,87.87444
27.61512,80.65915
27.68887,80.88101999999999
26.36494,84.61783
25.68914,85.26085
25.24631,81.97001
27.52605,80.55958
26.16887,79.79112
27.733690000000003,80.85528
25.29038,85.20669
27.59303,80.67793999999999
27.734070000000003,80.85533
26.17272,79.78491
27.5257,80.02275
25.70148,85.23738
25.65227,82.90201
25.69776,85.24221
25.68659,85.25941
26.233290000000004,80.8919
27.68944,80.88321
23.224680000000003,87.79704
27.67984,80.88081
25.66499,84.17901
27.77283,80.24905
25.92175,86.08744999999999
27.507220000000004,80.00321
25.53466,85.28637
25.7028,85.24231
27.75887,80.87334
23.21588,87.90255
26.15243,84.04999000000001
26.19139,82.1511
28.39553,79.36035
28.081290000000003,80.11967
24.87702,85.03524
27.22419,80.51772
26.78931,85.07948999999999
25.69299,85.24571
25.511190000000003,85.26333
25.21942,81.96434
27.89379,77.69202999999999
27.62399,80.66158
28.10127,80.14379
23.22954,87.79847000000001
23.19618,87.86004
27.61274,80.66066
25.53226,85.26717000000001
27.67335,80.8595
26.18524,82.16614
25.66638,84.17110000000001
27.62511,80.64254
27.68704,80.88321
23.21852,87.79799
25.67459,84.17661
25.68927,85.2872
23.24381,87.81166
25.68689,85.25542
27.59153,80.55797
27.73482,80.8646
27.73242,80.86699999999999
25.24997,86.88678999999999
27.6483,80.48795
25.70388,85.24218
23.22097,87.77784
28.083690000000004,80.11247
27.75167,80.84213999999999
25.69674,85.24314
25.71216,85.25421
25.70256,85.24221
25.68343,85.25944
27.22385,80.54705999999999
27.45648,80.52429000000001
26.16792,79.79211
26.40728,79.56392
25.243910000000003,81.92441
27.690700000000003,80.88139
27.67862,80.88075
25.27838,85.20189
28.06636,80.10838
27.597050000000003,80.60743000000001
28.39553,79.34835
27.495220000000003,80.03441
24.90716,85.40326
26.40574,79.56309
26.201310000000003,82.12307
25.67487,85.3136
25.70016,85.23741
23.71712,87.05481
28.41203,79.36294
23.19908,87.87854999999999
28.09516,80.13184
25.70077,85.24231
27.675040000000003,80.90001
27.69097,80.48464000000001
25.28443,85.21894
23.225720000000003,87.78358999999999
25.53024,85.28484
27.70789,80.86935
27.59746,80.66194
24.89732,85.40531999999999
26.296460000000003,87.50644
27.75162,80.84299999999999
28.41473,79.34835
25.25678,85.22109
26.32296,82.76967
26.37963,84.60336000000001
24.90716,85.40806
27.69165,80.87679
26.40968,79.56392
25.24102,81.96433999999999
25.23431,81.96041
25.50778,85.29308
25.248710000000003,81.92921
25.71739,85.26844
26.18614,85.93374
27.59832,80.66635
25.70059,85.24444
27.69782,80.89755000000001
27.89496,77.66478
27.73007,80.86614
27.75466,80.23439
26.40094,84.58183
25.25831,81.95080999999999
27.21783,80.55925
23.23498,87.78816
26.17324,82.17814
27.70795,80.87006
27.70075,80.89166
25.229510000000005,81.96521
27.75392,80.22283
27.59151,80.67854
25.97534,86.59179
25.229510000000005,81.96280999999999
23.20177,87.80664
27.56719,80.12653999999999
27.68944,80.88561
27.73275,80.86437
25.67737,85.29116
27.68627,80.88688
27.66304,80.90721
27.89379,77.67523
27.73307,80.85272
25.68859,85.25883999999999
23.51322,88.27161
25.29163,85.21654000000001
27.62866,80.66194
25.23797,86.87959
23.23188,87.80424000000001
27.58882,80.61237000000001
27.89496,77.65758
25.7429,85.58342
23.20897,87.81624
27.87459,77.67282999999999
25.67754,85.28394
27.90099,77.69682999999999
25.68419,85.25941
25.7004,85.23511
23.2176,87.79682
25.69379,85.25701000000001
23.21981,87.78045999999999
27.73482,80.85499999999999
27.73547,80.85512
28.08782,80.12044
25.68078,84.1735
27.89859,77.69683
23.23532,87.75719
27.4921,80.01075
25.23382,81.96194
26.21059,82.1223
27.75946,80.24639
25.50826,85.26237
25.70259,85.24091
27.73902,80.22136
25.68797,85.28229
26.26402,85.38131999999999
27.68635,80.88206
25.527990000000003,85.27293
27.62386,80.65954
23.22549,87.80583
25.68657,85.25753
27.73967,80.84454
27.74284,80.88972
23.21514,87.80087
27.75582,80.22376
25.69674,85.23834
27.63675,80.53914
24.90212,85.38852
25.67257,85.30796000000001
25.01242,88.11351
27.6883,80.88378999999999
27.73317,80.85616
27.61463,80.65634
27.73242,80.8646
27.6924,80.87332
28.06622,80.12044
28.40003,79.36054
25.25831,81.94841
27.68887,80.87862
23.22271,87.81308
27.53072,80.15458
27.62271,80.65934
27.89976,77.69358
27.76127,80.23998999999999
23.22639,87.78225
25.24363,85.20934000000001
27.72767,80.85893999999999
28.41683,79.35813999999999
26.21913,82.10543
28.08447,80.11979
27.64714,78.66094000000001
25.66956,85.30618
25.700399999999995,85.23751
27.89379,77.70163
26.1936,82.12938000000001
26.13287,79.76232
25.68674,85.28245
24.89732,85.41252
25.24631,81.96041
27.73647,80.85533
23.20073,87.83492
25.67118,84.1663
25.6922,85.24666
27.59473,80.61802
25.28443,85.21174
27.673900000000003,80.85978999999999
25.99382,86.76418
25.67727,85.292
27.62099,80.66071000000001
25.25782,81.95233999999999
27.55737,80.50608
27.7051,80.88378999999999
25.67358,84.1639
27.67984,80.88561
26.21193,82.12463
25.97054,86.58939
26.16887,79.78392000000001
27.74747,80.84072
25.68347,82.91641
23.23587,87.78792999999999
27.74089,80.89368
25.66878,84.17590000000001
27.89139,77.67043
25.23142,81.93314
27.67915,80.88446
23.21828,87.90735
25.69059,85.25051
27.91299,77.70643
27.24663,80.51845
23.21962,87.78026
25.68659,85.25701000000001
26.17225,82.20615
23.25898,87.82416
27.72533,80.87066
27.59279,80.67838
28.09569,80.12447
23.21348,87.89775
26.15447,79.79112
25.67598,84.1423
24.87969,84.99825
27.84543,78.24592
25.53466,85.26717000000001
25.23431,81.94841
27.880560000000003,77.67918
27.678,80.88052
23.21513,87.79892
27.68395,80.87966
25.689480000000003,85.26138
26.21065,82.12453
26.39716,84.58995999999999
25.50639,85.26333
27.76782,80.23576
25.97054,86.57979
23.22442,87.79706
23.21679,87.75104999999999
27.71115,80.86197
27.70204,80.88972
26.17174,85.93614
27.735470000000003,80.88392
25.68674,85.25845
28.09502,80.14444
27.74367,80.88893
23.53722,88.29081
27.73129,80.86968
27.72927,80.86493
27.90216,77.69597999999999
27.59834,80.66546
27.03747,82.20824
27.73084,80.87292
27.53817,80.54448000000001
26.40968,79.56632
