latitude,longitude,placeholder
28.93038, 76.90386, Untitled Placemark
28.93234, 76.90235, Untitled Placemark
28.93584, 76.90182, Untitled Placemark
28.93051, 76.89867, Untitled Placemark
28.93854, 76.90747, Untitled Placemark
28.94509, 76.91463, Untitled Placemark
28.95319, 76.91617, Untitled Placemark
28.95010, 76.91785, Untitled Placemark
28.94694, 76.91470, Untitled Placemark
28.94815, 76.91366, Untitled Placemark
28.95203, 76.91306, Untitled Placemark
28.94732, 76.90410, Untitled Placemark
28.95124, 76.90784, Untitled Placemark
28.95136, 76.90618, Untitled Placemark
28.94768, 76.89851, Untitled Placemark
28.99786, 76.92802, Untitled Placemark
28.98783, 76.89147, Untitled Placemark
28.97444, 76.88815, Untitled Placemark
28.95079, 76.88658, Untitled Placemark
28.94883, 76.88655, Untitled Placemark
28.94906, 76.88486, Untitled Placemark
28.94229, 76.89666, Untitled Placemark
28.93312, 76.89763, Untitled Placemark
28.92667, 76.88559, Untitled Placemark
28.92401, 76.88507, Untitled Placemark
28.92205, 76.88451, Untitled Placemark
28.91873, 76.88098, Untitled Placemark
28.91695, 76.88058, Untitled Placemark
28.89116, 76.88298, Untitled Placemark
28.84950, 76.88917, Untitled Placemark
28.85173, 76.89341, Untitled Placemark
28.84252, 76.87940, Untitled Placemark
28.64141, 76.89286, Untitled Placemark
28.63331, 76.89705, Untitled Placemark
28.63730, 76.85349, Untitled Placemark
28.64444, 76.86427, Untitled Placemark
28.80022, 76.85155, Untitled Placemark
28.81435, 76.85205, Untitled Placemark
28.82168, 76.85709, Untitled Placemark
28.81948, 76.85215, Untitled Placemark
28.83561, 76.86452, Untitled Placemark
28.83606, 76.86292, Untitled Placemark
28.83387, 76.86139, Untitled Placemark
28.83459, 76.87786, Untitled Placemark
28.83823, 76.87723, Untitled Placemark
28.83994, 76.87696, Untitled Placemark
28.84251, 76.87946, Untitled Placemark
28.83106, 76.85155, Untitled Placemark
28.88300, 76.86555, Untitled Placemark
28.88700, 76.86402, Untitled Placemark
28.89045, 76.87765, Untitled Placemark
28.89211, 76.87346, Untitled Placemark
28.89347, 76.87152, Untitled Placemark
28.88211, 76.86289, Untitled Placemark
28.88875, 76.86083, Untitled Placemark
28.91695, 76.86557, Untitled Placemark
28.91870, 76.86752, Untitled Placemark
28.91971, 76.87733, Untitled Placemark
28.92251, 76.87439, Untitled Placemark
28.92302, 76.87715, Untitled Placemark
28.92582, 76.86723, Untitled Placemark
28.92561, 76.87478, Untitled Placemark
28.92651, 76.87635, Untitled Placemark
28.92902, 76.87606, Untitled Placemark
