,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99
f1_score_mean,0.640625,0.6302175589333436,0.6340983319200634,0.6363108181345188,0.6401081946698962,0.6396068229653793,0.6434118866067572,0.6539118691386135,0.6730001122199584,0.6981810968244276,0.7153484868269085,0.7222462693255564,0.7164398987389646,0.7141565597154664,0.7197514996714719,0.7133811698765805,0.727343566303675,0.7620577576241517,0.7464850952717736,0.7286045960696678,0.7392661178187795,0.7560328665898662,0.7530659368628114,0.7473081622132208,0.7493078730667634,0.7706571086437563,0.7789351340308529,0.7808177890998257,0.7743869700327763,0.7714347862102866,0.7757219240415131,0.7734655500176292,0.786016700455822,0.7834861197355651,0.7849151034388436,0.7894598575152838,0.7946570107019391,0.8090782877072519,0.8082103547764163,0.8088325950982493,0.81486402446046,0.8121025110297229,0.8004283770446088,0.7979848181472141,0.8044047366803104,0.8069399003025705,0.8199064331523687,0.8230890141519291,0.8249059029568473,0.8321646373401462,0.8272240737589065,0.8242729439939078,0.8251470404584378,0.834059885110426,0.8434885758179256,0.8471698840799823,0.8497010732661812,0.8474442827326343,0.8462326358824758,0.8568527628255902,0.8542647993209617,0.8488234237415524,0.8529776834400502,0.8602458144327677,0.8579327762656446,0.8604723495855511,0.8629169278112025,0.8626890235033032,0.860565905429944,0.8643348910663121,0.8671024854820815,0.8670139325177771,0.869411324645305,0.8644080606206661,0.8709575946132253,0.8781496404603095,0.8748689605751115,0.8761438111564812,0.8800762512212985,0.8829978038168432,0.8832189341643067,0.8864288777025162,0.8855445414743788,0.8859973201425081,0.8842140153233948,0.8833117708060925,0.8820335650136585,0.8856542525655442,0.8859367627095496,0.8895604144562796,0.884025134730593,0.8866783472104187,0.8885430786618935,0.887858465233531,0.8904493397882518,0.8909750576399503,0.8910065009616179,0.8885006478931281,0.8838120592918621,0.885090221712006
f1_score_sigma,0.0,0.023513286112905003,0.04521273309816142,0.07380553091277728,0.09175055246981677,0.10915212167540236,0.11544734055019393,0.11711103566558793,0.0958783771128134,0.072060666284972,0.0608660293264332,0.07444789587029184,0.07448448980293439,0.09188642387827706,0.09715986540504935,0.11761608764790195,0.11231387211648737,0.0920427695129927,0.10930848926797153,0.11620855854371458,0.07134874937318235,0.06638406362034081,0.07640110975855267,0.09351916485923303,0.09345873921127419,0.06790693226128289,0.05691917788965987,0.06287891932224099,0.0698040048001688,0.06540541338739167,0.07230339355080485,0.08294348570168862,0.07836423891088998,0.07771633608041562,0.07932015038696921,0.07249341934780024,0.06463354432015976,0.058225917785498196,0.06129693539015525,0.05906726355125242,0.04986920958386021,0.040202556705739016,0.05415971451331145,0.06003668178375438,0.057147736450021025,0.05139846792727244,0.04826833333910508,0.051657882457136886,0.059268644161196725,0.05541416053385476,0.055926119749728276,0.059736902352360996,0.06108242053716091,0.05822846973353079,0.053048397998294146,0.05300402686144818,0.048755259735585234,0.048060641359885775,0.05016182128942719,0.03801939170425991,0.03627127980423567,0.04609433625010177,0.04301807032433542,0.03577045082197576,0.04142157007511121,0.03284817476263264,0.032276125439181964,0.02839446515723352,0.03213351432442598,0.03129744475241009,0.02539946192562443,0.027915728513417448,0.031203593609350804,0.04284237946038495,0.03171480438059,0.027373417435072368,0.027481073970656182,0.02855826849877706,0.02804248941861734,0.029124008139227883,0.029445773731759342,0.027943917082121475,0.025128484457197283,0.03125918901609442,0.029172666303119793,0.03036900999727716,0.029586995412408668,0.03113182383725045,0.02780973517160946,0.02192771137428079,0.02698014069351649,0.024883126067663755,0.024825052274121275,0.02406271617861108,0.024194160128921127,0.025971541186523495,0.023639890876648913,0.02328459015542457,0.02638268727931692,0.024698067989982083
precision_mean,0.7961165048543688,0.7996234603830337,0.8044634401422751,0.8030430625849881,0.8046169628429499,0.8087622478629942,0.8204966084193371,0.8296487057011197,0.8259708787845806,0.8178307932583884,0.8120809942717102,0.8208274058579003,0.8391112594259852,0.8429549072492162,0.8360636391767597,0.8428779704758883,0.8389963989698017,0.8356302227323618,0.8491605739330546,0.8592612352300811,0.8689664079663796,0.8614609593005816,0.8585975289239622,0.8573867727160429,0.858734282980666,0.8433342628332399,0.8332164309253407,0.8403081327684007,0.8497302937886569,0.8538372055594714,0.8576143956065175,0.8611160038734029,0.8667627380065035,0.8662208031836144,0.868112249565305,0.8636911648779149,0.856615349210917,0.8600546491099523,0.8554905019412571,0.8533145655666832,0.8513261464891357,0.8544062084203204,0.8544083808459628,0.8622660541024441,0.8540715925373034,0.8683030151152064,0.849816326980133,0.8455056954592031,0.8586883570876603,0.8577544334434369,0.8641064595938911,0.875874213341517,0.8866012298697468,0.885051412999904,0.8827756509131344,0.8873939782043809,0.8876278236982438,0.883494820155214,0.8866824039549076,0.8827141078804743,0.8819140791093728,0.8868764125589743,0.8896292327386097,0.8968943270147868,0.8964701920722215,0.8848691877341913,0.8823265325181197,0.8807675556709971,0.882918889571328,0.886249928989556,0.8816852892798938,0.8808978892610181,0.8913192286831034,0.8973867851211657,0.8949342364854143,0.8905768255897115,0.8963652313391138,0.8958494079140937,0.8924665733148321,0.8931563799893315,0.8959103702937519,0.8924722790958312,0.8891714833371015,0.8929922149471959,0.8939272609339046,0.8965433854484651,0.8905124559005209,0.8878296885553321,0.888157324017496,0.8829144287861581,0.8911754397699596,0.8913350233354604,0.8909863821725075,0.8824015295041955,0.8862840185959495,0.889716878051695,0.9018024908063556,0.8983261818083019,0.9080744517042445,0.9061450025107991
precision_sigma,1.1702778228589004e-16,0.005389403235474275,0.005980075480238091,0.01344325951884539,0.01978828301818156,0.029850350506465385,0.044058227714621825,0.054908025581729206,0.05564848983300432,0.04987809947559028,0.05496026179751821,0.057644974829637485,0.06495409141375132,0.07019485575242447,0.07055626111962364,0.0638389523374976,0.0685532053264135,0.06388476273858167,0.07030147746710996,0.068282079377329,0.06563909252014616,0.055182924905402324,0.05738547390209384,0.062484675999316355,0.06204122466951568,0.0715961848216729,0.08303654543244297,0.07276747040624673,0.06757357878546166,0.06310929297439469,0.05708616365083736,0.05828898829235177,0.06417512541745808,0.06934161684736587,0.07240892296071025,0.06820056288305341,0.06340601447539626,0.05806326068428971,0.057682708363971026,0.05995573087441697,0.06265450522111893,0.06985677883296282,0.07541128431567092,0.0773290942939634,0.07340443394251468,0.07431348026376407,0.07784232866456073,0.08094208005847577,0.06819090394114843,0.054289466073069344,0.05929032877294338,0.056581211410333045,0.05473156275448421,0.049483770968078516,0.05149950985047574,0.05002897182967778,0.04671073552895173,0.054243057249013925,0.05740162711448913,0.056258679739102854,0.054700140316818975,0.05323645333678815,0.05241091747231018,0.04257943789805291,0.040442860714441004,0.04246685186152088,0.04319226764439174,0.05703693690372018,0.05347941707665308,0.046878795669300005,0.05535199597879884,0.05406735677917377,0.04191032498447575,0.041548917949128704,0.04517736063324906,0.04463694631589036,0.043014795142887995,0.04272626410792153,0.043530167588394474,0.04255999000156355,0.04380746586253631,0.04438619208978853,0.05687003451157507,0.05952227009367423,0.05278656559538839,0.04896120315196186,0.04869603865795372,0.047013094934815466,0.04532801161139899,0.05703481819383175,0.0491926568726929,0.04935132597617097,0.04840482896680791,0.05492131571219316,0.051518902011953215,0.050336835244800926,0.04720678289901282,0.039771415568381305,0.04251728510497373,0.045197645721588964
recall_mean,0.5359477124183006,0.5209150326797385,0.5261437908496731,0.5352941176470588,0.5444444444444444,0.5477124183006536,0.5509803921568628,0.5640522875816993,0.588235294117647,0.6254901960784313,0.6562091503267974,0.665359477124183,0.6437908496732027,0.64640522875817,0.6594771241830064,0.6490196078431371,0.6764705882352942,0.7228758169934639,0.6954248366013072,0.6607843137254902,0.6581699346405229,0.6836601307189543,0.6856209150326796,0.6836601307189542,0.6862745098039215,0.7294117647058822,0.7555555555555556,0.750326797385621,0.7313725490196079,0.7215686274509805,0.7261437908496732,0.722875816993464,0.738562091503268,0.734640522875817,0.7372549019607844,0.7450980392156862,0.7562091503267974,0.7758169934640522,0.7784313725490195,0.7803921568627451,0.792156862745098,0.7862745098039217,0.7718954248366015,0.7627450980392156,0.7758169934640522,0.7666666666666666,0.8058823529411766,0.8189542483660132,0.8084967320261439,0.8176470588235295,0.8032679738562093,0.7895424836601307,0.7823529411764706,0.7980392156862745,0.8156862745098039,0.8176470588235295,0.8215686274509805,0.823529411764706,0.8202614379084968,0.8405228758169935,0.8359477124183007,0.823529411764706,0.8281045751633987,0.8300653594771242,0.8261437908496733,0.8411764705882353,0.8483660130718954,0.8516339869281045,0.8457516339869281,0.8483660130718956,0.8588235294117649,0.8594771241830067,0.85359477124183,0.8411764705882353,0.85359477124183,0.869934640522876,0.8581699346405228,0.8607843137254901,0.8718954248366012,0.876470588235294,0.8732026143790849,0.8830065359477125,0.8856209150326798,0.8830065359477125,0.8784313725490195,0.8732026143790849,0.8758169934640524,0.8856209150326798,0.8862745098039216,0.9,0.8790849673202615,0.8843137254901962,0.8882352941176471,0.8967320261437909,0.8973856209150327,0.8947712418300654,0.8830065359477125,0.881045751633987,0.8647058823529411,0.8686274509803921
recall_sigma,0.0,0.03361762374463541,0.06472091842053572,0.10692929421401359,0.13158933182835741,0.15435541501580755,0.15816003137941434,0.15911747963669337,0.142763877345585,0.12662619743184889,0.1251235262842456,0.14351991375674153,0.13655282624690315,0.16403507158810174,0.16650496947810134,0.183939163178555,0.1933543526941731,0.1558670894695103,0.17992530076283142,0.17684540200655227,0.12481397628493084,0.11024051253893954,0.13318123952354657,0.16013294205028358,0.16104329945600288,0.14293665871547656,0.14223760009135109,0.14000427857660275,0.1422793068615284,0.135223758100311,0.13876644609201932,0.15079023005392553,0.14438380414623872,0.14326834491520948,0.14519679720894837,0.13630058666332945,0.12450937505286991,0.11261951896137481,0.11620393027381308,0.11049854639246336,0.09863291549923077,0.09743459165579405,0.12656620811278882,0.13469092555188428,0.11869340230642095,0.10748714377126961,0.10575092482390025,0.11797139187564093,0.12278191377829863,0.10719529892260372,0.10675158950155052,0.11415789381307412,0.11487288366313891,0.10956028231571856,0.09887323775864629,0.09433576355835974,0.09014712447520679,0.09912255482420324,0.10512970253982384,0.0847827726009839,0.08218158331503218,0.09772401521571154,0.09330369004568455,0.06374178143062216,0.0689775625108667,0.06147112005814412,0.06267546365964036,0.06658616467551337,0.07324928484246747,0.06635408800477154,0.06263000822250439,0.06617142722652476,0.07127879754833474,0.08993626605073671,0.07074406533369029,0.05734857026298814,0.05781020196477626,0.05673279586103411,0.05912133121772806,0.05709973236547826,0.04633920861401454,0.046364808974297816,0.03900329801735982,0.046467069374160126,0.05139026712293864,0.04694976469560256,0.039215686274509796,0.04316255502431145,0.04519844001704556,0.03347613480131769,0.033504480390478646,0.03217474749298055,0.03193783862814215,0.03758406736879794,0.03527124786897184,0.03715858563283513,0.038661049988733064,0.04131399151593397,0.05878720737717345,0.05376012891738516
test_accuracy_mean,0.8336347341537476,0.8312839031219482,0.8334538817405701,0.8347196996212005,0.8367088615894318,0.8377938568592072,0.8403255045413971,0.8443037927150726,0.8488245964050293,0.8551537156105041,0.8596745014190674,0.8638336300849915,0.86401447057724,0.8643761336803436,0.8656419515609741,0.8656419694423676,0.8698010861873626,0.8810126662254334,0.8777576804161071,0.8726944029331207,0.8754068672657013,0.8806509971618652,0.8797468423843384,0.8783001720905304,0.8792043328285217,0.8839059710502625,0.8848101198673248,0.8871609330177307,0.8862567842006683,0.8855334520339966,0.8880650937557221,0.8880650937557221,0.893128389120102,0.8918625712394714,0.8925858974456787,0.8936708927154541,0.8947558760643005,0.9009041666984559,0.9001808345317841,0.9000000059604645,0.9018083274364471,0.9005424976348877,0.8962025344371796,0.8963833630084992,0.8980108499526978,0.9001808285713195,0.9032549738883973,0.904159140586853,0.9072332680225372,0.9104882478713989,0.9088607609272004,0.9090415835380554,0.9104882478713989,0.9141048848628998,0.9177215099334717,0.9197106778621673,0.9207956552505493,0.9193490147590637,0.9191681742668152,0.9231464743614197,0.9218806624412537,0.9202531695365905,0.9222423195838928,0.9258589446544647,0.9249547898769379,0.9249547898769379,0.9258589565753936,0.9251356244087219,0.9245931327342987,0.9267631232738495,0.9273056089878082,0.9273056030273438,0.9296564221382141,0.9282097518444061,0.9305605709552764,0.9334538877010345,0.9323688983917237,0.9329113960266113,0.9345388889312745,0.93598552942276,0.9361663579940795,0.9374321877956391,0.9363471984863281,0.9368896842002868,0.9363472044467926,0.9361663639545441,0.9350813746452331,0.9367088615894318,0.9368896901607513,0.9377938568592071,0.9359855353832245,0.9372513592243195,0.9381555259227753,0.9370705246925354,0.9386980175971985,0.9392405092716217,0.9401446640491485,0.938878846168518,0.9374321877956391,0.9377938449382782
test_accuracy_mean,0.0,0.006324797231065554,0.01316337215665017,0.020140179390050517,0.024751145187675794,0.028618056171179986,0.029059021848433536,0.028226886123008704,0.023426080246787464,0.017788430886589688,0.014571647447496852,0.01986500276277566,0.021119424718958026,0.024882180600308213,0.02594095539906791,0.033691172691232826,0.03233694480393201,0.028525872887042433,0.03328047609632383,0.03452367757335805,0.02289663224717663,0.023515863925229762,0.025619617420159238,0.030995071351016912,0.030756762623811936,0.02388075497681697,0.019607266439827704,0.021803383265637792,0.023890643185977736,0.021633574279158557,0.023783950292603655,0.027124094525111133,0.027297688161073835,0.02777729871582623,0.02789999059708113,0.026791871912002486,0.024688678362035133,0.02345087851184667,0.024732791430422056,0.02466291813897015,0.021683912782479445,0.017239715545818275,0.019867732985298876,0.021917240629916523,0.022701409659966258,0.02217679383684738,0.022589903384860343,0.02389900581109513,0.02524531170796692,0.024339623861641343,0.02462088845514915,0.02510098135704846,0.025718693275145733,0.02479806739548252,0.02311458023704565,0.023019291528360627,0.02134189471918616,0.020726963960304226,0.020933667157051146,0.017454396671875524,0.016303859221135187,0.019069927857106983,0.018083182308414776,0.016877630636812243,0.01910418801150488,0.01535000507977592,0.015225228151574163,0.01498953680625274,0.015416144542495921,0.014697022088262684,0.013580466936173248,0.014284574180982647,0.014577879156786872,0.017718847925922442,0.014446438813534006,0.013923914824703003,0.013697672211864853,0.014199118479221404,0.014233599681874055,0.014916640293166207,0.015788743754562733,0.01530140329158415,0.01619204596331647,0.018878436262559035,0.016370581511288264,0.017007384174274404,0.016844231426599857,0.017323825163740907,0.015259790569041766,0.014867839440351718,0.016156113844938425,0.015130663787107687,0.014979844237520407,0.014882507796544334,0.01465245866344945,0.015513641958955658,0.013730787189042885,0.012493551842545185,0.01293365235922308,0.012735499502610043
